ID,Title,Price_Location,Body_Text
897,Branbury Shared Women's Apartment,"$300 · Provo, UT","APRIL RENT FREE! Available immediately! Shared room at the Branbury apartments, both contracts available so guaranteed move-in with your friend! Starting in May, ONLY $300 A MONTH, UTILITIES INCLUDED! Both contracts original price $379, but we are willing to pay the additional $79 a month per contract, and we'll Venmo you the $320 to cover the discounted rate. Great roommates! Super nice apartment with a hot tub, pool, gym, tanning bed, sand volleyball courts, basketball courts, game room, laundry, great parking! 2 bed 2 bath. Shared room and bathroom. 2 people per room, 4 people total. Contract goes until August. Please contact ASAP!"
898,BYU Men's Spring/Summer contract,"$200 · Provo, UT","This apartment is great for BYU students! It is a 5-minute walk from south campus. Utilities are flat rate and are included in the price. There are 4 roommates total, with 2 shared rooms. 1 bathroom with double vanity. Kitchen has a new fridge and a dishwasher. There is ample storage space for food and clothes. There is a small pool, and laundry on site. Includes the option of a personally reserved parking space. NO TV - there is no cable and the TV unit pictured is a personal TV that will be going with me. This contract is available spring/summer terms - end of April through mid-August 2020. Feel free to message me with questions, or set up a time to come check out the property"
899,College Place Contract,"$500 · Provo, UT","College Place Provo Apartment Lease for Sale! 6 private bedrooms with 3 baths,spacious rooms, clean, great social activity, and 5 minute walk from BYU campus! Contract from April- August with the option to renew. The roommates are literally the best! Message me for more details!"
900,Apartment,"$440 · Provo, UT",I have a private room/bathroom for rent spring and summer. Let me know if you’re interested
901,Spring/Summer contract,"$275 · Provo, UT","Provo, Utah (Stadium 150 Apartments) Normally $350/month but I’m discounting it $75/month (reflected in asking price) as I understand coronavirus has had quite the toll financially on a lot of people. DM me for more pictures and details.
*mens - shared bedroom
*contract expires in August"
902,3 Bedroom 2 Bathroom - Apartment,"$139 · Provo, UT","Hey Everyone! We are selling a Spring/Summer female shared contract over here at Centennial Apartments! It is available starting April 27th for $139!
There is a rec room, pool, grill/fire pit area, hot tub, and on-site laundry! It's an incredible place to live with an awesome social environment! We are also right across the street from the BYU Ryde shuttle!
Go here for a Virtual 3D Tour!...
See More"
903,1 bed · 1 bath · Apartment,$350 / Month,"selling my PRIVATE ROOM for $350/month plus utilities, originally $400/month + utilities! available as early as beginning of May and goes until Mid-August, option to renew for fall as of now. FREE PARKING (literally amazing) and washer/dryer in unit! if you're looking to room with a friend or two, let me know, i can make it happen. south of BYU campus and within minutes walking distance. message me for more details! :)"
904,College Place Private Bed/Bath,"$350 · Provo, UT","I have a contract at college place available May 1st !!!
It’s usually 530 + utilities (20-30) but I’ll pay 200 each month for you !!!
SUMMER contract goes till September + is eligible for renewal.
The newest complex in Provo + a less than 5 minute walk to BYU campus ...






See More"
905,1 Men's Private Room Near UVU,"$550 · Orem, UT","Looking for a private room near UVU?
***1 Men's Private Room Available in a 3 Bedroom Townhouse - Just Steps from UVU***
Located at the newly built Lexington Towns -- 627 W. 1520 S., Orem, Utah, 84058....
See More"
906,Looking for fall housing,"$400 · Provo, UT","Looking for fall housing with 3 PRIVATE (ONLY!!!) rooms. Furnished. Under $450 with available parking. NO SUMMER CONTRACTS PLEASE.
Send all the info and pictures"
907,Townhouse in vineyard,"$480 · Orem, UT","Large room with two other girls
Clubhouse with pool and gym
Washer and dryer in house
Available ASAP"
908,2 beds in shared room,"$345 · Provo, UT","Two beds in a shared room in a 4-person female apartment! Right off university avenue and 700n, it’s really close to campus! Great location, great roommates, and free parking 😱 two reserved underground spots per apartment with first come first serve parking above ground. Also has a cute porch! Ground level apartment. Pictures to come!
Mountainwood Condos #105
56 w 700 n Provo, UT...
See More"
909,Housing female,"$295 · Provo, UT","Cute female housing - spring/summer(renewable for fall/winter)
2 spots available!! You can move in with your friend
$395 + utilities
#### I am willing to pay $100 EACH MONTH if you want THIS CONTRACT RIGHT NOW #### ...








See More"
910,⭐️Female Private Plus 4x2 Wolverine Crossing⭐️,"$400 · Orem, UT","⭐️ Available Now!!! April FREE –– Message me if interested ⭐️
4 months for only 300/month average –– Saving a bunch of money AND living on one of the best properties in town!
Deposit is $350 but $250 is refundable...
See More"
911,4 beds · 4 bath · Townhouse,$485 / Month,"• Two single, unfurnished rooms ($500/mo each)
• Shared Bathroom
• Utilities = $50-80/mo
•Available June 1
•no pets (unfortunately)...








See More"
912,BYU APPROVED men's housing (Private room),"$450 · Provo, UT","BYU APPROVED men's housing (Private room). Walking distance to BYU. It has fenced yard with fire pit, washer/dryer. Free private parking.
Contract available from the beginning of May till the end of summer term late August with the option to extend."
913,Moon women summer contract,"$250 · Provo, UT","I am selling my spring/summer contract at Moon apartments. The contract goes until mid-August with the opportunity to renew. Super great apartment. 4 girls, 2 bedrooms and an amazing ward. New management, we had an issue with our vacuum and they brought us a new one. Rent is $300 but I will discount it to $250. Utilities are a flat rate of $50 a month. I love the apartment but I'm moving in with a friend over the summer. If you have any questions let me know!
Benefits of livi...






See More"
914,Womens Private Room!!,"$535 · Orem, UT","Come live with us!!!😍🙌🏽
-Medium Room (out of 3 rooms)
-Washer/Dryer ...
See More"
915,1 bed · 1 bath · Apartment,$475 / Month,"This is one of the best apartments to live in! BYU off-campus housing at Alpine Village, voted Best of Utah! Alpine Village is known for its friendly staff, private bedrooms, great parking, and so much more! Overall, it’s a great place to meet new people and build life-long relationships. I’ve loved living here but it’s time for a change! Dm me for any questions you have. :) Will pay first months rent to sell it quick!"
916,Private room,"$240 · Provo, UT","I’m selling my contract on a private room from now until August 15. Rent is $240 including utilities. April and August are already paid so you will only have to worry about May, June and July. Message me if you have any questions. Available ASAP."
917,Womens Spring/ Summer glenwood premium apartment AVAILABLE NOW,"$279 · Provo, UT","This contract is renewable and expires August 15th. The cost includes utilities already.
I have a parking pass that you could have too. It’s an extra $15 a month.
The apartment is on the 3rd level so it’s always quiet. ...























See More"
918,(UNAVAILABLE) CHEAP WOMENS CONTRACT,"$180 · Provo, UT","CHEAP WOMENS APT AVAILABLE NOW
Women’s student BYU approved shared room available now!
Great roommates, and ward
Hot tub, pool...







See More"
919,1 Bed 1 Bath - Room only - Available ASAP,"$295 · Provo, UT","This is BYU Contracted are requires all tenants to be eligible as shown in the guidelines here:
https://och.byu.edu/faq (Eligibility portion)
- Fully furnished living area, kitchen, bedroom
- In-apartment washer and dryer...







See More"
920,⭐️Female Wolverine Crossing 4x2 Private Plus Contract ⭐️,"$400 · Orem, UT","Orem, UT
⭐️ Available Now!!! April FREE –– Message me if interested ⭐️
4 months for only 300/month average –– Saving a bunch of money AND living on one of the best properties in town!...
See More"
921,Housing for girls,"$380 · Provo, UT","I’m selling one contract for a super nice shared room at Victoria Place for summer- anytime from now (May) until mid-August! The girl that shares the room however, is leaving at the end of April. So you’d basically have your own private room! It’s in a townhouse, it’s super spacious, and the local ward is amazing.
There are 5 other roommates in the house, but because some people have left back home for summer, there might only be one or two other people with you!
Utilities a...
See More"
922,Women's Spring/Summer Contract,"$285 · Provo, UT","Women's Spring/Summer Contract at the Omni!
$100/month discounted
$285/mth + utilities
Contract ends August with option to renew for Fall
Washer&Dryer in Unit...






See More"
